transaction_amount,transaction_velocity_1h,merchant_risk_score,customer_age_days,is_international,hour_of_day,device_risk_score,is_fraud,transaction_date,sender_id,receiver_id
103.52841270703124,0,0.2579770869006376,1070.7523843575204,0,19,0.03402751111329755,0,2024-01-01 00:00:00,3949,429
16.00077119703342,4,0.395104979869577,165.8220374476522,0,15,0.06298671858098281,0,2024-01-01 00:02:00,4369,2139
16.27083864048534,2,0.3320335467962228,474.18912215598647,0,16,0.026179329546952967,0,2024-01-01 00:04:00,758,2074
216.17583702523828,2,0.22311433568957187,233.23453434710635,0,8,0.3671074339254722,0,2024-01-01 00:06:00,4604,24
91.53886451733116,5,0.27081322790483436,358.7562051917286,0,19,0.2717447380827624,0,2024-01-01 00:08:00,4780,1301
38.04534573887794,1,0.31863133112217507,746.8982907896534,0,8,0.05755687339412389,0,2024-01-01 00:10:00,2151,2453
253.39683718939332,1,0.16302832193936576,616.22318810774,0,10,0.038163496668444076,0,2024-01-01 00:12:00,1243,334
115.73472119525117,3,0.47868362920909374,113.18336592013296,0,12,0.07368693164146593,0,2024-01-01 00:14:00,3426,1921
48.89570303706671,5,0.6011616516029963,815.7159311217926,0,18,0.06653013892317831,0,2024-01-01 00:16:00,1830,2079
255.28053789151951,2,0.16740744562535737,590.572547140706,0,13,0.04355950929684886,0,2024-01-01 00:18:00,854,2530
128.6861272259014,2,0.30642541940348433,211.3771619202548,0,10,0.40468361093448757,0,2024-01-01 00:20:00,517,903
24.651112202851483,1,0.323725241082508,47.287942228047925,0,17,0.02056337774385745,0,2024-01-01 00:22:00,311,1147
111.61436420807969,4,0.49003134768016404,647.8716330547434,0,15,0.31348915865444926,0,2024-01-01 00:24:00,1653,786
101.62859314314746,1,0.19339842148322572,580.18374090866,0,19,0.024845144299944694,0,2024-01-01 00:26:00,3608,2402
5.498628103179964,0,0.5753422212362961,1086.06471587627,0,13,0.149424072645885,0,2024-01-01 00:28:00,2216,2749
787.9415008728889,4,0.1387141421900922,60.17031864739388,0,8,0.3492397384395576,0,2024-01-01 00:30:00,2968,170
111.84757380340938,0,0.29867736098720804,634.634503432942,0,11,0.03868561998176775,0,2024-01-01 00:32:00,4660,2161
79.18578391289374,0,0.2679171299231954,35.596214441851636,0,0,0.32837825495009326,1,2024-01-01 00:34:00,2883,837
11.206788609815087,2,0.5587176840535463,106.61223527460125,0,9,0.05533148578523366,0,2024-01-01 00:36:00,1170,2979
27.00221817093387,1,0.11130747365135531,34.82948285630944,0,16,0.14967429110029565,0,2024-01-01 00:38:00,2230,1289
39.31802545836879,4,0.4251156088800675,535.2103115620126,0,4,0.010752957868907682,1,2024-01-01 00:40:00,4429,2551
50.48235709624336,5,0.30950372573036106,70.19545079975357,0,12,0.40268062217197015,0,2024-01-01 00:42:00,2887,2548
0.1972824093285355,5,0.22483937412878538,43.94998381803877,1,11,0.03665060038815303,0,2024-01-01 00:44:00,215,543
22.637978698111873,1,0.34787276529509076,247.6026317752621,0,19,0.04238443678805897,0,2024-01-01 00:46:00,1960,1313
32.25244752603185,0,0.35904193158340253,727.909681448185,0,19,0.20497070327442515,0,2024-01-01 00:48:00,1740,1403
53.57309189868962,2,0.33282735566792543,155.68101543717495,1,3,0.1603732028539682,1,2024-01-01 00:50:00,2059,1033
5.8312607861121295,2,0.468167928830105,664.410153252377,0,9,0.15358396229272314,0,2024-01-01 00:52:00,4503,1089
5.959913664406424,0,0.24865152081166633,402.0951414155324,0,10,0.1070907812116999,0,2024-01-01 00:54:00,3383,2607
218.38910942443667,0,0.07276701405511564,83.00855362981183,0,14,0.02724423012222206,0,2024-01-01 00:56:00,1422,2633
265.73259884665487,3,0.07244208825349165,666.4198044884178,0,10,0.1329111946442529,0,2024-01-01 00:58:00,4824,1140
274.82456823186925,2,0.21322187374999768,102.34191351239271,0,17,0.6285866950106171,0,2024-01-01 01:00:00,2410,2099
30.929037102607776,5,0.3802703509641884,295.6722392820646,0,9,0.17834161169257057,0,2024-01-01 01:02:00,3141,2616
8.873107686766055,3,0.13206062097268942,636.0670540482962,0,8,0.41320576348822396,0,2024-01-01 01:04:00,4668,1997
74.26394997338043,4,0.24341239057439695,276.55558736315743,0,19,0.1016041599060445,0,2024-01-01 01:06:00,2683,2839
23.324168722382773,7,0.14610530917017542,233.04527774990714,0,17,0.19631874235466903,0,2024-01-01 01:08:00,598,2222
30.882934221216836,4,0.07621936458029585,167.01238250565916,0,17,0.12514480753219964,0,2024-01-01 01:10:00,4673,721
20.90512050994941,0,0.6591522836531762,771.795506234083,0,11,0.19616201807593436,0,2024-01-01 01:12:00,375,572
2128.8468405150397,3,0.27394274738152075,152.64105104263416,0,16,0.48150861267844336,0,2024-01-01 01:14:00,4896,1885
34.3092182903462,1,0.44377809158282977,79.83790738160046,1,8,0.38931463142893086,0,2024-01-01 01:16:00,800,1980
257.8409095581289,2,0.16934670241846894,275.33583916182874,0,15,0.07683496415884425,0,2024-01-01 01:18:00,932,2304
1709.5845122397782,0,0.3393607270467237,48.23295134783919,0,14,0.04936167675147383,0,2024-01-01 01:20:00,3530,286
8.070546840767241,1,0.05779625858485578,562.6318349369476,0,19,0.031561611107770414,0,2024-01-01 01:22:00,414,1684
108.44878054320407,0,0.3201518003047749,1338.40477674601,1,13,0.18100207314472408,0,2024-01-01 01:24:00,1879,660
175.05045347771724,0,0.32157270159565865,72.20981231294714,0,15,0.1530348727289406,0,2024-01-01 01:26:00,1259,1889
94.05290128081957,0,0.39752460146129615,1025.9712976968715,0,9,0.16851676719073136,0,2024-01-01 01:28:00,1152,639
2.7665713102814515,1,0.08553640568578977,775.694294049815,0,17,0.09953599186621212,0,2024-01-01 01:30:00,2190,2336
