transaction_amount,transaction_velocity_1h,merchant_risk_score,customer_age_days,is_international,hour_of_day,device_risk_score,is_fraud,transaction_date,sender_id,receiver_id
30.97989391733015,2,0.24891734399138316,42.85844485398195,0,13,0.11871170629975009,0,2024-01-01 00:00:00,4100,804
31.26229408079553,3,0.28026046037221997,203.17251956214014,0,16,0.1989832076226869,0,2024-01-01 00:02:00,4368,192
16.211339306668968,0,0.2696114834514036,1.2750933604513481,1,12,0.02360860898863939,0,2024-01-01 00:04:00,2055,1241
10.334769380359205,0,0.2687134375123874,467.5121237199521,0,17,0.004077587512685461,0,2024-01-01 00:06:00,3212,1349
41.34517048290969,3,0.17474427508678925,248.7609250030669,0,17,0.3379403067453489,0,2024-01-01 00:08:00,635,1257
64.5290716280011,1,0.583743818686988,593.5266257788728,0,8,0.02514957653743373,0,2024-01-01 00:10:00,4242,262
244.60423862302463,0,0.14422835173614826,228.45652727861454,0,17,0.0984829206876753,0,2024-01-01 00:12:00,2603,1262
30.255844016921476,1,0.44820422372036317,18.711342534826542,0,19,0.20335383079639432,0,2024-01-01 00:14:00,1118,2084
110.66372619095462,3,0.06380331578197593,398.46051911292506,0,15,0.13076857446495774,0,2024-01-01 00:16:00,3303,1644
197.0493062444925,0,0.055922711715579984,733.1416428128903,1,14,0.23181698567123432,0,2024-01-01 00:18:00,3920,2853
24.685156483507143,4,0.27184186873968363,748.6012417764957,0,10,0.17812518567320543,0,2024-01-01 00:20:00,4661,2116
66.26238498931957,1,0.24800834693495102,435.2404375069786,0,11,0.1823066535769098,0,2024-01-01 00:22:00,2561,695
187.92347041789307,4,0.30910387543231405,91.83324363282674,0,15,0.017935617582991007,0,2024-01-01 00:24:00,4649,2620
48.80613730900462,2,0.2969991185666538,61.345939275268556,0,19,0.0844832051572904,0,2024-01-01 00:26:00,3676,2143
15.673316621933097,5,0.6578938635650009,105.23840956464441,0,13,0.5896531911489009,0,2024-01-01 00:28:00,271,1338
83.3199009542714,3,0.1755534383728506,230.68736927430848,0,15,0.2537262243609117,0,2024-01-01 00:30:00,2350,33
33.84427868866465,6,0.29487746441897034,242.20825950785732,0,9,0.10869579074324219,0,2024-01-01 00:32:00,630,1194
38.17569306723843,2,0.11431755104176024,40.46319254905357,0,13,0.3746816276042833,0,2024-01-01 00:34:00,1925,2843
69.920100654801,4,0.23041748789211844,5.716117881538323,0,15,0.09596123163695931,0,2024-01-01 00:36:00,933,2912
60.96505097460561,1,0.15628832911567925,6.18699534312559,0,17,0.04384158912246294,0,2024-01-01 00:38:00,1501,1465
1.8066071284468825,1,0.4157822292962807,594.685661559243,0,9,0.43770054190720226,0,2024-01-01 00:40:00,2702,481
13.033143228362253,3,0.326311597441497,357.3496126225502,0,12,0.03228238615491473,0,2024-01-01 00:42:00,4226,1468
168.68985452576143,5,0.07147938509138721,278.7631225486729,0,12,0.06435264475730207,0,2024-01-01 00:44:00,2746,630
1.6515153266225004,3,0.38198931202054875,56.833339718465986,0,13,0.06169129696451063,0,2024-01-01 00:46:00,4449,1292
35.81108880642482,1,0.12223499240743349,121.5161193368734,0,18,0.10249617308259361,0,2024-01-01 00:48:00,2931,1291
85.0054085148392,2,0.17794802481970887,24.6885074388172,0,14,0.1609411596225611,0,2024-01-01 00:50:00,4100,208
2.9266223068369577,3,0.18714571373970051,95.24765129068327,0,8,0.399996489623143,0,2024-01-01 00:52:00,4038,327
14.391675324602843,2,0.07112656207941531,175.65428900621234,0,13,0.20416404224986584,0,2024-01-01 00:54:00,1795,1921
3.510148427183095,1,0.09153074195253663,774.8868615712745,0,15,0.009093823832679454,0,2024-01-01 00:56:00,599,905
12.587255915354973,1,0.2124295220876924,457.8770378437083,0,12,0.14941759080440836,0,2024-01-01 00:58:00,1530,2048
22.997546153828686,3,0.25044735347321007,153.8798646822464,0,18,0.197178863134102,0,2024-01-01 01:00:00,497,936
8.86370814464522,2,0.6182364118345295,203.54098098684995,0,15,0.06517289864658107,0,2024-01-01 01:02:00,3210,173
59.32374593646284,0,0.22764450740313807,1651.215301016946,0,13,0.24093876899476394,0,2024-01-01 01:04:00,2345,1527
107.35276173835058,5,0.30397694527338753,725.9049764170612,0,17,0.18915815608131856,0,2024-01-01 01:06:00,1853,1277
141.06438601895627,4,0.2546838345039034,318.239635733602,0,11,0.18354527683758548,0,2024-01-01 01:08:00,2692,2725
55.53004247749635,1,0.41649940983929096,111.73066717956262,0,15,0.11846202385035423,0,2024-01-01 01:10:00,2982,2727
29.20126886454265,4,0.2545899875066522,94.20170583292929,0,19,0.05670386442337666,0,2024-01-01 01:12:00,4155,2721
